,label,text
1563,0,Dude just saw a parked car with its sunroof popped up. Sux
1445,0,Those ducking chinchillas
3576,0,And do you have any one that can teach me how to ship cars.
1220,0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
47,0,"Fair enough, anything going on?"
3051,0,Ok
2750,0,You said not now. No problem. When you can. Let me know.
5514,0,Oh... Okie lor...We go on sat... 
2105,0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
4031,0,"Cool, I'll text you in a few"
5337,0,My birthday is on feb  &lt;#&gt;  da. .
1674,1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
3199,0,7 lor... Change 2 suntec... Wat time u coming?
4591,0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
3152,0,Yeah but which is worse for i
1320,0,Correct. So how was work today
2704,0,Yup no more already... Thanx 4 printing n handing it up.
4409,0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
1925,0,Ok
2510,0,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
1794,0,You bad girl. I can still remember them
2943,0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
2565,0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
4567,0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
3552,0,I love you both too :-)
3133,0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
3132,1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
5126,0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
5529,0,What about this one then.
1985,1,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
3641,0,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
1721,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
372,0,I will spoil you in bed as well :)
1488,0,I told your number to gautham..
2543,0,Aiyo please ü got time meh.
4100,0,If u dun drive then how i go 2 sch.
5400,0,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
1272,0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
3819,1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
3939,0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
907,1,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
3290,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
3268,0,Ok then i come n pick u at engin?
1635,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
4782,0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
3692,0,"Sir, i am waiting for your call, once free please call me."
2398,0,Neshanth..tel me who r u?
2954,1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
4084,0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
787,0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
778,0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
3753,0,Why are u up so early?
52,0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
408,0,Hello! Good week? Fancy a drink or something later?
4805,0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
4137,0,have you ever had one foot before?
3826,0,Hi. I'm always online on yahoo and would like to chat with you someday
4033,0,I'm very happy for you babe ! Woo hoo party on dude!
3444,0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
613,0,I have many dependents
4721,0,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
5001,0,Well its not like you actually called someone a punto. That woulda been worse.
2514,1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
2103,0,Audrie lousy autocorrect
2313,1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
3979,0,Reason is if the team budget is available at last they buy the unsold players for at base rate..
2109,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
2180,0,And popping &lt;#&gt; ibuprofens was no help.
439,0,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
155,0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
2429,0,She.s find. I sent you an offline message to know how anjola's now.
773,0,"idc get over here, you are not weaseling your way out of this shit twice in a row"
425,0,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
2168,0,Yes.he have good crickiting mind
1496,0,Hey gals.. Anyone of u going down to e driving centre tmr?
564,1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
2783,0,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
7,0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
5551,0,Wen did you get so spiritual and deep. That's great
1330,0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
3647,0,Carlos says we can pick up from him later so yeah we're set
2709,0,"Nah, I'm a perpetual DD"
5307,0,What you did in  leave.
3135,0,Ok going to sleep. Hope i can meet her.
5171,0,Oh k. . I will come tomorrow
2991,0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
5277,0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
345,0,My sister cleared two round in birla soft yesterday.
5250,1,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
2049,0,So dont use hook up any how
5043,1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
1252,1,Please CALL 08712402779 immediately as there is an urgent message waiting for you
4191,0,"Sorry, I'll call later"
1203,0,"Me also da, i feel yesterday night  wait til 2day night dear."
3899,0,Otherwise had part time job na-tuition..
4697,0,A guy who gets used but is too dumb to realize it.
1169,0,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
311,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
496,0,Got meh... When?
650,1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
4357,0,Great. So should i send you my account number.
634,0,Got it. Seventeen pounds for seven hundred ml – hope ok.
3698,1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
4700,0,Yes fine 
4380,0,How are you. Just checking up on you
1516,0,I wonder if you'll get this text?
1704,0,Just taste fish curry :-P
5375,0,I cant pick the phone right now. Pls send a message
3009,1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
1967,0,What's a feathery bowa? Is that something guys have that I don't know about?
2235,0,What's your room number again? Wanna make sure I'm knocking on the right door
1379,0,"Ya tel, wats ur problem.."
3653,0,"Probably not, still going over some stuff here"
4045,0,"Yes, my reg is  Ciao!"
4775,0,U repeat e instructions again. Wat's e road name of ur house?
562,0,Thanx 4 e brownie it's v nice...
4781,0,Sen told that he is going to join his uncle finance in cbe
5006,0,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
5498,0,Why did I wake up on my own &gt;:(
5145,0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
2849,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
3043,0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
3679,1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
3240,0,Am okay. Will soon be over. All the best
605,0,Meet after lunch la...
4026,0, &lt;#&gt;  in mca. But not conform.
4307,0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
5185,0,I just cooked a rather nice salmon a la you
2618,0,I cant pick the phone right now. Pls send a message
1282,0,Am I the only one who doesn't stalk profiles?
2113,1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
4579,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
2682,0,I'm on da bus going home...
4836,0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
